lc01,lc02,lc03,lc04,lc05,lc06,lc07,lc08,lc09,lc10,lc11,lc12,prec,tmin,tmax,soil01,soil02,soil03,soil04,soil05,soil06,soil07,soil08,soil09,soil10,hydro01,hydro02,hydro03,hydro04,hydro05,hydro06,hydro07,hydro08,hydro09,hydro10,hydro11,hydro12,hydro13,hydro14,hydro15,hydro16,hydro17,hydro18,hydro19,dem,slope,order,bcmean
2,0,0,8,3,11,69,0,0,0,0,5,1942.0,-183.0,-65.0,30,69,43,39,17,5,27,1400,240,0,37,128,26,12630,279,-214,493,191,-135,191,-135,90681,16298,1942,62,42493,7277,42493,7277,451,20,0,1.00851845624539
8,0,0,9,18,50,14,0,1,2,0,0,10152275.0,-18.0,137.0,22,71,47,36,17,12,24,1398,239,7,71,156,38,8815,293,-118,411,161,-38,188,-38,99453024,15748159,3539033,48,42311020,10957515,42311020,10957515,1786,154,6,0.912662947580412
2,0,0,4,2,17,77,0,0,0,0,0,20.0,-188.0,-70.0,24,70,39,42,19,6,26,1403,240,0,33,128,26,12676,274,-218,492,187,-139,187,-139,915,165,20,64,435,72,435,72,460,10,0,1.49973102850381
7,0,0,8,11,49,22,0,0,0,1,1,44657932.0,-15.0,131.0,19,72,46,37,17,8,24,1412,240,6,60,148,33,10016,292,-152,444,162,-70,188,-70,465852512,80779464,15688175,54,208197568,52206728,208197568,52206728,1120,166,7,-1.11108763363032
4,0,0,10,5,5,67,1,0,0,0,7,290.0,-188.0,-70.0,34,68,44,39,17,6,27,1422,240,1,33,127,26,12649,273,-218,491,187,-140,187,-140,13651,2411,290,62,6379,1102,6379,1102,461,6,2,0.872422423986777
0,0,0,2,0,18,80,0,0,0,0,0,43516.0,-104.0,15.0,19,71,35,46,19,2,26,1506,240,1,90,134,29,11119,318,-137,455,205,-58,230,-58,1476217,236302,31337,53,633888,120468,633888,120468,467,47,3,0.0039915879232452
7,0,0,8,11,49,22,0,0,0,1,1,45022120.0,-15.0,132.0,19,72,46,37,17,8,24,1412,240,6,60,148,33,10030,292,-152,444,163,-70,189,-70,469353856,81339320,15784136,54,209728768,52472864,209728768,52472864,1118,165,7,-0.935049785608806
2,0,0,10,12,55,18,0,0,0,3,0,3801464.0,25.5,189.5,11,74,41,35,23,5,24,1528,232,11,173,153,42,7467,346,-16,362,227,73,266,73,76523312,10874395,2863596,43,26848860,9812880,26848860,9812880,737,49,6,-0.719445119794848
2,0,0,11,12,54,18,0,0,0,3,0,3750305.0,46.0,212.0,11,74,41,35,24,5,24,1528,232,11,173,153,42,7467,346,-16,362,227,73,266,73,76984240,10928150,2888526,43,26982412,9900064,26982412,9900064,735,49,6,-0.537546705255325
9,1,0,8,0,8,7,0,67,0,0,0,3485.5,73.0,199.0,12,71,24,37,39,4,40,1655,237,10,199,121,38,6945,355,36,319,237,122,285,107,51209,6945,2537,31,17055,9773,17055,9773,214,58,1,0.769763420521601
2,0,0,11,12,54,18,0,0,0,3,0,3914944.0,46.0,212.0,11,74,41,35,24,5,24,1528,232,11,173,153,42,7467,346,-16,362,227,73,266,73,76995648,10929469,2889145,43,26985688,9902338,26985688,9902338,735,49,6,-0.585378934553636
2,0,0,10,12,54,18,0,0,0,3,0,3916801.0,46.0,212.0,11,74,41,35,24,5,24,1528,232,11,173,153,42,7467,346,-16,362,227,73,266,73,77019240,10932239,2890418,43,26992496,9907035,26992496,9907035,735,49,6,-0.649880782235462
2,0,0,7,5,31,45,0,7,0,2,0,21626.0,146.0,263.0,11,71,38,37,26,2,23,1534,240,3,231,111,42,5155,353,92,261,271,173,290,158,401305,74490,10860,51,153499,54868,153499,54868,27,6,2,1.66308126560436
0,0,0,8,3,60,28,0,0,0,0,0,1272905.5,-26.5,136.0,11,75,43,36,21,3,23,1497,240,3,134,159,38,8839,340,-69,409,225,21,249,21,25806328,4068206,577402,55,11209390,2162609,11209390,2162609,958,40,5,0.525013905766641
1,0,0,8,3,13,75,0,0,0,0,0,32874.0,-103.0,2.0,29,71,42,39,19,5,30,1391,240,0,36,122,25,12650,273,-212,485,190,-136,190,-136,639438,109310,14981,59,289391,54805,289391,54805,391,32,3,0.290352567297988
6,0,0,10,4,29,21,0,26,0,5,0,359.5,156.0,256.0,19,70,43,32,26,2,27,1504,240,7,231,97,41,4804,340,106,234,269,177,288,165,6849,1449,221,55,2900,930,2900,930,12,4,1,0.438161719438804
0,0,0,1,0,14,85,0,0,0,0,0,26446.0,32.0,176.0,21,70,26,48,25,2,26,1433,240,4,100,131,30,10567,314,-118,432,211,-40,233,-40,280986,43382,5170,54,118552,21579,118552,21579,479,30,2,1.67644047117669
2,0,2,8,3,11,70,0,0,0,0,3,7148137.0,-13.0,113.0,38,68,45,39,17,5,28,1392,240,1,40,126,25,12512,276,-212,488,192,-131,192,-131,90698408,15523678,2064912,60,41319648,7417818,41319648,7417818,378,21,6,0.999055402664961
0,0,0,8,3,60,28,0,1,0,0,0,1468515.0,2.0,165.0,11,75,43,36,21,3,22,1498,240,3,135,158,38,8822,340,-68,408,226,22,249,22,26705302,4215150,606197,54,11541932,2270412,11541932,2270412,946,40,5,1.6635824098862
2,0,2,9,2,12,68,0,0,0,0,4,5574789.0,-11.0,117.0,39,67,45,38,17,5,27,1394,240,1,43,127,26,12429,279,-209,488,194,-127,194,-127,68982312,11822039,1517508,60,31328384,5483404,31328384,5483404,384,21,6,0.91344525837971
0,0,1,11,0,56,36,0,1,0,0,0,795939.0,44.0,185.0,15,67,38,43,24,7,22,1550,240,6,167,134,35,8328,350,-23,373,212,57,272,57,10755866,1702339,362287,42,3994453,1310010,3994453,1310010,375,56,2,0.438537550532652
2,0,0,6,2,21,9,0,56,0,4,0,23319.0,95.5,219.5,12,73,20,39,41,4,42,1630,237,9,182,121,34,7922,351,4,347,224,77,282,77,244566,35493,12581,31,84587,42859,84587,42859,199,38,2,0.912662947580412
1,0,0,11,1,57,19,0,8,0,0,2,1225296.0,18.0,151.0,11,68,35,39,26,5,25,1596,239,7,179,130,36,8022,355,-6,361,223,73,280,73,19708716,2840161,947248,33,6774875,3215239,6774875,3215239,254,48,5,1.86763310773166
0,0,0,5,0,17,73,0,4,0,0,0,181199.0,-26.0,97.0,19,64,24,52,24,2,23,1519,240,3,105,126,29,10521,316,-111,427,215,-34,238,-34,2483087,355505,50965,52,994970,190451,994970,190451,408,55,4,1.69537870707794
1,0,1,15,3,52,22,0,1,0,0,1,2957455.0,39.0,183.0,11,67,38,38,22,5,21,1547,239,5,164,136,36,8337,348,-26,374,248,54,269,54,45111152,6772843,1448354,44,16636925,5202787,16636925,5202787,421,53,0,-0.316027090602253
0,0,0,2,0,15,80,0,0,0,0,2,1667389.0,-29.5,93.5,22,69,38,42,20,2,26,1437,240,1,67,127,27,11573,292,-170,462,187,-90,209,-90,21072548,3382636,437671,55,8936015,1537502,8936015,1537502,502,37,5,1.82509530187796
0,0,0,0,0,12,87,0,0,0,0,0,32588.0,-95.0,25.0,19,66,26,50,24,2,25,1451,240,2,96,130,29,10702,311,-125,436,208,-48,230,-48,1127704,178763,21860,54,473496,89191,473496,89191,461,55,3,1.73840043340217
0,0,0,12,2,64,21,0,0,0,0,1,244348.5,99.0,229.5,11,72,29,36,35,4,36,1655,240,5,186,128,36,7689,357,7,350,228,97,283,84,2674459,381395,144631,30,903118,513701,903118,513701,185,39,4,0.519121210122067
0,0,0,1,0,24,74,0,0,0,0,0,1284220.0,-45.0,83.0,18,67,34,45,22,2,24,1464,240,3,90,134,30,10638,308,-131,439,201,-51,224,-51,18323244,2919612,367956,54,7909664,1425090,7909664,1425090,537,40,5,1.47298225463981
2,0,14,15,1,9,55,0,0,0,0,3,123463.0,-98.0,28.0,58,63,47,37,15,7,26,1373,240,2,38,125,25,12293,268,-217,485,186,-131,186,-131,2593433,436644,57048,57,1163708,222216,1163708,222216,423,38,4,0.36850987639273
6,0,0,7,12,48,26,0,1,2,0,0,10969977.0,-53.0,93.0,21,70,44,38,18,9,23,1415,239,7,77,152,36,9245,298,-121,419,172,-40,198,-40,165640768,25841962,4867801,51,71551440,15941127,71551440,15941127,1459,122,6,1.20273744024104
3,0,6,12,1,10,63,0,0,0,0,2,57768.0,-22.0,109.0,77,59,45,39,14,6,25,1351,240,1,31,130,26,12570,267,-230,497,182,-142,182,-142,843347,143660,16200,62,392953,65077,392953,65077,356,7,0,0.129342344025171
3,0,6,12,1,10,63,0,0,0,0,2,58483.0,-22.0,109.0,77,59,45,39,14,6,25,1351,240,1,31,130,26,12570,267,-230,497,182,-142,182,-142,853779,145437,16400,62,397813,65881,397813,65881,356,7,0,0.322832292102919
0,0,3,4,0,16,77,0,0,0,0,0,1992.0,-33.0,86.0,22,62,28,50,23,3,25,1510,240,2,97,125,29,10779,307,-125,432,209,-49,229,-49,27843,4138,592,52,11348,2138,11348,2138,363,103,1,1.9739395282546
0,0,0,4,0,17,78,0,1,0,0,0,12774.0,51.0,188.0,19,64,21,53,26,3,24,1493,240,4,115,129,30,10144,321,-99,420,220,-21,242,-21,146641,20664,3611,49,56783,12365,56783,12365,376,47,2,1.59430814714059
0,0,0,0,0,9,90,0,0,0,0,0,756852.5,0.0,128.5,23,65,20,54,26,2,27,1465,240,2,94,125,29,10722,304,-127,431,207,-52,226,-52,9389092,1284820,217487,49,3641880,785552,3641880,785552,373,58,4,1.93617695833228
2,0,1,11,6,50,28,0,1,0,0,0,8092977.0,56.0,204.5,11,71,39,37,24,5,23,1572,239,6,174,143,39,7663,348,-11,359,217,72,270,72,113595456,15209310,5622628,32,37710124,18233946,37710124,18233946,528,44,6,0.692203036819189
31,1,9,30,1,9,19,0,2,0,0,0,105603.0,143.0,261.0,13,58,42,38,21,5,18,1582,240,2,198,120,39,6627,347,39,308,206,123,279,108,1404331,161544,90194,19,404839,293357,404839,293357,79,21,3,1.47549485169547
4,0,3,10,1,22,53,0,7,0,0,0,93150.0,60.0,179.0,10,61,40,38,22,4,18,1580,240,2,199,116,38,6505,345,44,301,208,161,279,111,1306943,148683,80534,20,380328,265230,380328,265230,57,12,3,1.77689147834139
8,0,9,38,1,5,38,0,0,0,0,0,37775.0,-30.0,96.0,112,56,58,31,11,8,20,1343,240,1,24,124,24,12782,258,-242,500,177,-153,177,-153,560745,95498,12185,61,260807,45093,260807,45093,361,14,3,-0.335565433735399
29,1,13,37,0,4,15,0,0,0,0,0,33987.0,48.0,176.0,16,53,44,34,23,4,13,1550,240,2,194,124,39,6723,346,32,314,232,155,277,103,496438,57113,33852,17,144593,105763,144593,105763,92,35,2,-0.556435255802632
28,2,8,31,1,8,17,1,1,0,0,2,269779.0,51.0,176.0,16,56,42,37,21,5,17,1569,240,3,196,123,39,6753,350,34,316,235,121,279,105,3938811,457378,253752,18,1144051,843194,1144051,843194,88,37,4,0.109423950340848
24,2,7,26,1,11,25,1,3,0,0,1,484615.0,96.0,221.0,14,57,42,37,21,5,17,1574,240,2,198,121,39,6661,348,38,310,235,123,279,107,6993299,806072,460801,19,2014206,1477496,2014206,1477496,78,28,5,1.64991597278118
10,0,26,46,0,7,10,0,1,0,0,0,46802.0,47.0,184.0,19,51,43,36,21,9,13,1514,240,6,162,135,36,8158,345,-28,373,207,53,264,53,526176,69943,23954,26,168591,88787,168591,88787,278,183,2,0.265040160117024
28,3,8,28,0,8,18,0,2,0,0,0,654960.0,140.0,260.0,15,55,42,36,21,5,16,1564,240,2,196,122,39,6640,346,36,310,234,157,277,106,8685584,994328,582759,18,2508014,1839955,2508014,1839955,75,27,0,0.332850912065454
29,3,8,29,0,7,18,0,2,0,0,0,644259.0,96.0,218.5,15,54,42,36,21,5,15,1563,240,2,196,122,39,6640,345,36,309,233,156,277,106,8906840,1018987,598651,18,2572594,1887169,2572594,1887169,75,27,0,0.0815368938443042
29,3,8,29,0,7,18,0,2,0,0,0,644259.0,96.0,218.5,15,54,42,36,21,5,15,1563,240,2,196,122,39,6640,345,36,309,233,156,277,106,8906840,1018987,598651,18,2572594,1887169,2572594,1887169,75,27,0,-0.0669024600748399
0,0,0,1,0,16,82,0,0,0,0,0,320688.5,-28.0,99.0,22,63,21,53,25,2,26,1496,240,3,98,126,29,10525,307,-121,428,208,-45,228,-45,5279771,690204,127376,48,2007483,446838,2007483,446838,356,57,4,1.66191079550806
0,0,0,4,2,45,48,0,0,0,0,0,10019687.0,-31.0,117.0,17,70,36,42,22,3,21,1456,240,6,109,148,34,9789,327,-102,429,210,-17,236,-17,143335456,22241002,2987581,56,63339832,10456799,63339832,10456799,741,44,7,0.48810037737504
0,0,22,10,0,16,50,0,2,0,0,0,369430.0,26.0,159.0,21,53,40,37,23,7,14,1521,240,7,144,129,34,8415,327,-46,373,190,32,250,32,4140285,497947,193407,24,1321593,697139,1321593,697139,364,87,4,0.942824757220363
1,0,0,10,1,29,51,0,6,0,0,1,7083.0,67.0,189.0,20,62,24,51,25,4,23,1502,240,4,126,115,29,9647,318,-74,392,225,-2,246,-2,74607,10924,2239,44,28022,7368,28022,7368,321,31,2,0.73626842836033
6,0,0,7,10,45,30,0,0,0,1,1,37186350.0,-92.5,39.5,20,71,44,38,18,7,24,1420,240,5,66,147,33,10021,295,-146,441,169,-64,195,-64,805205056,132393808,25695104,53,354412832,81285608,354412832,81285608,1095,138,7,1.12221023681405
0,0,41,21,0,12,26,0,0,0,0,0,35814.0,36.0,168.0,23,53,39,37,24,8,15,1507,240,8,153,127,34,8334,333,-36,369,198,41,257,41,389316,48652,17435,26,125713,63009,125713,63009,309,110,2,0.484114877417869
1,0,40,18,0,11,31,0,0,0,0,0,128165.0,33.0,165.0,22,52,40,37,23,8,14,1506,240,7,150,128,34,8328,331,-39,370,195,38,254,38,1395458,170607,64804,24,440489,235723,440489,235723,349,127,2,0.838474708567879
1,0,0,7,0,14,76,0,0,0,0,1,53561.0,6.0,131.0,26,62,33,49,18,4,22,1539,240,1,60,118,25,12030,285,-184,469,206,-105,206,-105,643017,99429,16999,51,267952,55401,267952,55401,393,15,3,1.0929462514919
0,0,17,9,0,17,55,0,2,0,0,0,321921.0,24.0,158.0,20,53,40,37,23,7,14,1525,240,7,143,129,34,8403,325,-47,372,189,31,248,31,3600944,432561,168601,24,1147520,609339,1147520,609339,373,83,4,1.057408212357
0,0,18,7,0,23,53,0,0,0,0,0,22176.0,55.5,190.0,20,54,39,37,24,7,14,1518,240,8,146,130,34,8469,330,-46,376,193,32,252,32,244268,28710,10909,26,78123,39213,78123,39213,325,59,1,1.28523568328195
6,0,0,11,0,14,33,0,36,0,0,0,1641.0,-45.0,64.0,18,64,25,50,26,4,24,1515,240,5,125,114,29,9622,316,-73,389,224,-2,245,-2,51505,7370,1560,44,19334,5109,19334,5109,319,35,1,0.830795408028123
0,0,12,8,0,18,61,0,1,0,0,0,48672.0,27.0,159.0,20,54,40,37,24,7,14,1520,240,8,145,129,34,8453,328,-47,375,191,31,250,31,547006,65078,25078,25,174630,90403,174630,90403,358,52,2,1.16370266916677
13,0,3,38,2,0,9,0,0,0,0,30,581489.0,-25.0,91.0,86,54,56,33,10,9,18,1349,240,2,24,111,22,12665,253,-232,485,177,-150,177,-150,8882875,1323004,259309,49,3705707,975228,3705707,975228,345,34,0,-0.021440438801615
6,0,0,12,0,12,26,0,44,0,0,0,5529.0,11.5,126.0,19,64,24,49,26,4,25,1515,240,6,126,114,29,9633,316,-73,389,224,-2,245,-2,88297,12566,2700,44,33124,8776,33124,8776,314,44,1,1.3649552430131
0,0,21,8,0,13,58,0,0,0,0,0,61389.0,24.0,157.0,21,53,39,37,24,7,15,1514,240,8,142,131,34,8449,327,-49,376,189,29,248,29,696739,82526,31546,25,223404,114557,223404,114557,364,60,2,1.49071154332955
0,0,7,6,0,22,65,0,0,0,0,0,22424.5,52.0,188.5,18,55,38,37,25,7,14,1528,240,7,143,132,35,8514,328,-49,377,191,29,250,29,248258,29058,10895,26,79507,39260,79507,39260,318,55,2,1.12778236484472
2,1,0,8,1,20,53,0,16,0,0,0,5021.0,0.0,120.0,18,64,24,50,26,4,24,1513,240,6,126,114,29,9654,316,-74,390,224,-3,246,-3,76593,10909,2412,44,28663,7685,28663,7685,309,49,1,0.822597616813825
0,0,22,8,0,11,58,0,0,0,0,0,52098.0,78.0,214.0,22,53,39,37,24,7,15,1515,240,8,141,131,34,8444,326,-50,376,188,28,247,28,547785,64924,24817,25,175825,90298,175825,90298,373,63,2,1.75142362196219
5,0,0,10,0,11,22,0,51,0,0,0,9140.0,1.0,119.0,20,64,24,50,27,4,26,1514,240,7,126,113,29,9642,316,-73,389,224,-2,246,-2,139453,19733,4325,44,52259,13927,52259,13927,308,52,1,1.24249834722607
22,0,18,51,0,2,7,0,0,0,0,0,203962.0,60.5,206.5,25,52,43,37,20,10,15,1520,240,8,156,142,38,8026,340,-33,373,156,49,257,49,2249664,293338,110745,22,701262,413350,701262,413350,296,222,4,-0.111829090587877
22,0,18,51,0,2,7,0,0,0,0,0,206217.0,87.0,233.0,25,52,43,37,20,10,15,1520,240,8,156,142,38,8026,340,-33,373,156,49,257,49,2243715,292539,110451,22,699372,412244,699372,412244,296,223,4,-1.16984558953398
0,0,0,0,0,33,67,0,0,0,0,0,1455.0,24.0,158.0,15,56,39,37,24,6,14,1537,240,7,143,132,35,8476,327,-49,376,190,29,248,29,16774,1954,733,26,5365,2636,5365,2636,305,40,1,1.9234998469703
0,0,5,6,0,19,68,0,2,0,0,0,25145.5,28.0,160.5,19,54,40,37,23,7,14,1530,240,7,143,129,34,8464,326,-49,375,189,29,249,29,342820,40869,15733,25,109528,56886,109528,56886,371,42,2,1.01456140256906
0,0,18,12,0,14,55,0,1,0,0,0,39235.0,19.0,154.0,21,54,38,38,25,7,15,1522,240,9,139,131,34,8550,324,-54,378,187,25,246,25,461160,53059,19308,27,148175,70303,148175,70303,337,66,2,0.790282519379824
0,0,2,4,0,26,63,0,6,0,0,0,6173.5,29.0,161.5,17,54,41,37,22,6,12,1542,240,6,144,129,34,8436,327,-47,374,190,31,250,31,84315,10070,3869,25,26883,13973,26883,13973,353,30,1,1.77469998975009
0,0,20,8,0,12,59,0,0,0,0,0,47790.0,78.0,214.0,22,53,39,37,24,7,15,1516,240,8,141,131,34,8454,326,-51,377,188,28,247,28,502135,59529,22751,25,161219,82865,161219,82865,377,61,2,1.58738784581333
0,0,37,12,0,11,40,0,0,0,0,0,318235.0,16.0,152.0,23,53,38,38,24,7,15,1506,240,9,136,132,34,8583,321,-59,380,184,21,243,21,3592432,410915,154461,25,1147708,578519,1147708,578519,371,79,4,0.849892835394393
0,0,1,4,0,20,72,0,2,0,0,0,28101.0,33.5,155.0,23,63,22,51,27,4,25,1490,240,6,125,115,29,9654,316,-75,391,223,-4,245,-4,351683,50523,11136,44,130838,35532,130838,35532,314,45,2,1.20912623035427
1,0,15,8,0,17,56,0,2,0,0,0,242581.0,23.0,156.0,20,53,40,37,23,7,14,1529,240,7,142,129,34,8398,324,-48,372,188,30,247,30,2712061,326560,127847,23,863835,462535,863835,462535,383,88,4,1.031764254795
0,0,1,5,0,19,69,0,5,0,0,0,32411.0,33.5,155.0,23,63,22,51,27,4,25,1493,240,7,125,115,29,9652,316,-75,391,223,-3,245,-3,406498,58196,12903,44,151217,41183,151217,41183,310,50,3,1.40225732049776
0,0,20,8,0,12,59,0,0,0,0,0,37458.0,77.0,213.0,22,53,39,37,24,7,15,1518,240,8,140,131,34,8454,325,-52,377,187,27,246,27,393142,46596,17810,25,126290,64975,126290,64975,383,60,2,1.56806709166088
5,1,1,5,0,5,15,0,67,0,0,0,5558.0,2.0,120.0,24,63,26,49,25,4,26,1514,239,9,128,112,28,9705,318,-71,389,227,-1,249,-1,85916,11754,2759,43,32025,8814,32025,8814,294,53,1,1.45518855772106
1,0,15,8,0,17,56,0,3,0,0,0,217083.0,22.0,156.0,20,53,40,37,23,7,14,1530,240,7,141,130,35,8390,324,-48,372,188,30,247,30,2431452,292645,114787,23,775064,415193,775064,415193,386,89,4,1.10997398993256
0,0,11,7,0,20,61,0,1,0,0,0,158344.0,13.0,145.0,20,54,38,38,24,7,15,1522,240,8,134,128,33,8720,319,-60,379,182,17,243,17,1826828,210857,73135,27,590350,277832,590350,277832,378,53,3,1.15598369243162
26,0,13,60,0,0,1,0,0,0,0,0,34334.0,-11.0,128.0,29,51,42,37,20,13,16,1482,240,10,153,139,37,7965,334,-33,367,152,47,253,47,543805,69603,27927,22,169899,102825,169899,102825,385,310,3,-1.152147940259
2,0,36,14,0,7,42,0,0,0,0,0,18997.5,56.5,189.5,21,50,42,36,21,8,12,1534,240,6,147,127,34,8279,327,-41,368,192,36,250,36,202610,24662,9723,23,62852,35386,62852,35386,409,213,2,0.861878577032589
18,0,20,49,0,2,10,0,0,0,0,0,102021.0,36.0,180.0,23,52,44,36,20,10,14,1532,240,8,158,142,38,8025,341,-31,372,239,51,259,51,1158874,151097,55454,23,362192,208422,362192,208422,277,205,3,-0.158739639883559
0,0,16,9,0,18,56,0,0,0,0,0,86968.0,15.0,151.0,21,54,39,37,24,7,15,1519,240,8,135,132,34,8607,320,-60,380,183,19,243,19,996573,112843,41400,26,319869,155121,319869,155121,366,63,3,1.16727082003858
3,0,2,11,8,47,29,0,1,5,0,1,26344156.0,-10.0,147.0,16,70,41,38,21,7,21,1489,239,6,127,153,37,8862,331,-76,407,218,12,241,12,362738688,50048860,10826910,42,138237712,39199880,138237712,39199880,930,86,7,0.123744344744557
3,0,24,35,0,12,24,0,1,0,0,1,41623.0,63.0,207.5,18,52,44,35,21,8,12,1570,240,6,159,139,37,8164,342,-29,371,241,51,261,51,488772,66823,21332,27,159884,78377,159884,78377,233,156,3,-0.625192632856834
1,0,22,10,0,15,50,0,2,0,0,0,111215.0,79.0,214.0,20,52,41,37,22,7,13,1536,240,6,142,129,35,8342,324,-46,370,188,31,247,31,1151990,139502,55724,23,365928,199133,365928,199133,396,115,4,0.620557635261987
1,0,38,13,0,9,38,0,1,0,0,0,75095.0,17.0,153.0,23,53,38,38,24,7,15,1506,240,9,136,132,35,8543,321,-58,379,184,22,243,22,841012,97640,37145,24,268504,139289,268504,139289,378,78,2,0.733547512664597
4,0,19,23,1,6,40,0,0,0,0,7,2253656.5,-60.0,67.5,59,58,50,37,13,7,20,1438,240,3,40,125,26,12016,267,-212,479,186,-124,186,-124,35063208,5403184,747275,54,15178792,2929705,15178792,2929705,410,31,6,0.0009994731662608
1,0,19,10,0,16,51,0,2,0,0,0,99571.0,51.5,185.0,19,52,41,37,22,7,13,1539,240,6,142,129,35,8342,324,-46,370,188,31,247,31,1070381,129675,51905,23,339846,185315,339846,185315,400,115,3,0.844583640710985
0,0,2,3,0,17,78,0,1,0,0,0,105321.0,0.0,127.0,25,62,23,50,27,3,25,1488,240,6,125,123,30,9688,322,-81,403,223,-6,245,-6,1475467,204865,48223,40,526899,158478,526899,158478,289,42,3,0.484710821422851
0,0,5,4,0,27,64,0,1,0,0,0,158057.0,11.0,141.0,18,56,33,42,25,6,17,1533,240,6,132,125,32,8875,318,-64,382,180,13,243,13,1835359,213665,72410,27,591793,276238,591793,276238,378,46,3,1.01804839284783
19,0,20,47,0,3,11,0,0,0,0,0,76112.5,61.5,207.5,23,52,44,36,20,10,14,1533,240,8,158,142,38,8005,341,-30,371,239,52,259,52,850186,110026,40705,23,266125,153925,266125,153925,279,180,3,-0.351240453902721
3,0,2,11,8,47,29,0,1,5,0,1,28735299.0,18.0,176.0,16,69,41,38,21,7,21,1489,239,6,127,153,37,8862,331,-76,407,218,12,241,12,365191296,50354680,10946396,41,138932464,39638808,138932464,39638808,927,86,7,0.0993046592390084
0,0,2,6,1,25,60,0,6,0,0,0,49548.0,46.5,181.0,19,55,39,37,24,6,14,1526,240,7,138,130,34,8475,321,-54,375,185,24,244,24,536635,63851,24527,24,172035,90846,172035,90846,391,47,3,1.39326400871192
0,0,1,8,2,25,55,0,9,0,0,0,13001.0,17.0,151.0,18,56,38,38,24,6,14,1523,240,7,137,130,34,8495,320,-55,375,184,23,243,23,145236,17204,6582,24,46469,24624,46469,24624,396,38,2,0.674883802783507
0,0,46,11,0,7,36,0,0,0,0,0,78774.0,13.0,149.0,25,52,38,38,24,7,15,1496,240,8,133,132,34,8622,318,-63,381,182,17,241,17,868847,98023,37414,24,275567,142644,275567,142644,409,83,3,1.00132080176391
5,0,0,7,9,45,32,0,0,0,1,1,59728156.0,-65.0,70.0,20,71,43,39,18,7,24,1424,240,6,71,147,33,10004,298,-140,438,174,-59,199,-59,964377152,156404112,29767104,53,423720128,93236384,423720128,93236384,1049,127,8,1.12712258808211
0,0,2,4,0,33,60,0,0,0,0,1,1936710.0,67.0,201.0,21,60,25,50,25,4,22,1519,240,4,130,126,31,9584,327,-76,403,227,1,249,1,21446380,3009811,707523,39,7586470,2337223,7586470,2337223,299,41,5,0.549465117109362
3,0,48,17,0,7,24,0,1,0,0,0,31839.0,-21.0,106.0,25,50,41,37,22,7,14,1494,240,6,140,128,35,8224,320,-44,364,186,32,244,32,529253,64193,26538,22,166372,93943,166372,93943,487,184,2,0.533274346054633
3,0,48,17,0,7,24,0,1,0,0,0,48428.0,22.0,153.0,25,50,41,37,22,7,14,1495,240,6,140,128,35,8224,320,-44,364,186,32,244,32,534952,64883,26822,22,168196,94946,168196,94946,486,183,2,0.0818579449576535
1,0,3,11,5,51,27,0,0,0,0,1,9374521.0,30.0,184.0,12,70,40,37,22,5,20,1535,240,6,160,144,37,8433,349,-36,385,206,48,267,48,130105448,18864008,4776175,38,46065032,17295716,46065032,17295716,526,52,6,0.0706021112782943
4,0,46,10,0,4,34,0,0,0,0,0,216252.5,28.0,158.0,26,51,40,38,21,7,15,1497,239,7,140,128,35,8230,320,-43,363,185,31,244,31,2769960,332436,138859,21,861773,501727,861773,501727,483,165,0,0.227703864053903
4,0,47,10,0,4,33,0,0,0,0,0,254889.0,20.0,152.0,26,51,40,38,21,7,15,1497,239,7,140,128,35,8230,320,-43,363,185,31,244,31,2763271,331784,138609,21,859737,500463,859737,500463,485,169,0,0.168961636244691
5,0,53,12,0,3,22,0,0,0,0,2,229371.0,19.0,152.0,28,51,38,38,22,7,16,1489,237,9,139,129,35,8305,320,-48,368,185,29,244,29,2492210,297998,123764,21,777149,448887,777149,448887,447,135,0,-0.0474672902207232
7,0,56,10,0,3,23,0,0,0,0,0,222898.0,21.0,153.0,27,50,41,38,21,8,15,1492,240,7,140,128,35,8192,320,-43,363,186,32,244,32,2414322,291123,122061,21,749829,438150,749829,438150,507,206,4,0.34158179543396
7,0,56,10,0,3,23,0,0,0,0,0,222898.0,21.0,153.0,27,50,41,38,21,8,15,1492,240,7,140,128,35,8192,320,-43,363,186,32,244,32,2414322,291123,122061,21,749829,438150,749829,438150,507,206,4,-0.0945529750297727
0,0,1,3,0,15,79,0,1,0,0,0,117109.0,-2.0,126.0,25,61,24,50,26,4,24,1488,240,6,123,125,31,9634,321,-83,404,221,-6,243,-6,1646756,215706,56640,38,581818,183778,581818,183778,276,36,3,0.552292976496437
3,0,48,10,0,4,36,0,0,0,0,0,106505.0,21.0,152.0,26,51,40,38,22,7,15,1496,240,7,140,127,35,8200,320,-43,363,185,32,244,32,1136616,135615,57051,20,350731,208872,350731,208872,495,149,2,0.541881393216924
5,0,52,12,0,3,23,0,0,0,0,2,260190.0,19.0,152.0,28,51,38,38,22,7,16,1489,237,9,139,129,35,8295,320,-47,367,185,29,244,29,2827743,337951,140297,21,881946,509036,881946,509036,450,138,0,-0.993496571293986
2,0,1,8,1,13,74,0,0,0,0,1,2716387.0,-66.0,38.0,34,66,35,46,20,4,29,1458,240,1,66,120,26,11746,288,-172,460,209,-94,209,-94,44746680,6651935,1183990,52,18795848,3710289,18795848,3710289,355,27,6,1.73328203006502
