lc01,lc02,lc03,lc04,lc05,lc06,lc07,lc08,lc09,lc10,lc11,lc12,prec,tmin,tmax,soil01,soil02,soil03,soil04,soil05,soil06,soil07,soil08,soil09,soil10,hydro01,hydro02,hydro03,hydro04,hydro05,hydro06,hydro07,hydro08,hydro09,hydro10,hydro11,hydro12,hydro13,hydro14,hydro15,hydro16,hydro17,hydro18,hydro19,dem,slope,order,bcmean
11,0,3,10,0,9,52,0,6,0,0,8,7712.0,18.0,132.0,29,61,38,43,20,7,27,1496,240,5,76,110,26,10478,282,-134,416,195,-66,206,-66,82763,10095,2652,37,30052,10108,30052,10108,274,27,1,0.245210240928707
15,0,4,15,0,5,41,0,5,0,0,13,2009.0,18.0,132.0,31,60,39,42,19,8,27,1503,240,6,76,110,26,10473,282,-134,416,195,-66,206,-66,21510,2624,689,37,7797,2634,7797,2634,275,42,0,0.0480603517564946
1,0,8,4,0,11,73,0,1,0,0,1,6926.0,15.0,127.0,27,60,38,43,19,6,24,1511,240,5,72,109,26,10377,277,-137,414,190,-69,200,-69,75551,9415,2420,37,27438,9217,27438,9217,325,65,1,0.457934722108057
0,0,4,17,3,11,63,0,0,0,0,1,29539.0,56.0,194.0,24,65,23,41,36,3,33,1483,240,4,169,132,40,7370,330,0,330,126,223,262,72,261259,29539,14754,21,81519,48104,81519,48104,64,25,1,0.325382437520983
2,0,3,6,0,13,64,0,8,0,0,3,185320.0,-99.0,-1.0,33,60,36,44,19,5,26,1478,240,3,83,110,27,10239,284,-122,406,209,-56,209,-56,5382429,626387,185320,33,1856820,726114,1856820,726114,261,43,4,1.3399454887218
2,0,3,6,0,13,66,0,6,0,0,3,168949.0,-100.0,-2.0,33,60,37,44,19,5,26,1479,240,3,82,110,27,10241,284,-123,407,209,-56,209,-56,4913333,572756,168949,33,1697022,661237,1697022,661237,262,43,4,1.18393701773732
12,0,10,27,0,13,38,0,0,0,0,0,4519.0,57.0,175.0,20,51,48,33,19,3,11,1464,240,1,192,116,40,6357,327,42,285,266,151,270,108,53403,5937,2738,18,16024,10686,16024,10686,66,31,1,-0.214434037720514
3,0,2,7,0,12,66,1,1,0,0,5,4246.0,22.0,137.0,35,60,38,43,19,6,25,1472,240,3,83,111,27,10190,284,-122,406,208,-55,208,-55,42087,4944,1462,32,14498,5781,14498,5781,259,54,0,-0.21819758275533
6,0,8,4,1,10,63,2,1,0,0,7,2782.0,14.0,124.0,30,59,40,42,18,8,25,1517,240,6,72,107,26,10319,275,-134,409,190,-68,199,-68,30095,3728,970,36,10893,3677,10893,3677,334,78,0,-0.231614889577995
3,0,2,7,0,12,66,1,1,0,0,5,4246.0,22.0,137.0,35,60,38,43,19,6,25,1472,240,3,83,111,27,10190,284,-122,406,208,-55,208,-55,42087,4944,1462,32,14498,5781,14498,5781,259,54,0,-0.326098286598433
1,0,1,5,0,14,75,0,3,0,0,1,41257.5,-39.0,70.5,31,61,35,45,20,4,27,1477,240,2,83,113,27,10279,287,-123,410,210,-56,210,-56,607211,70887,21354,32,209082,83345,209082,83345,272,38,3,1.3645853088052
5,0,10,4,0,8,63,1,1,0,0,6,3387.0,14.0,124.0,30,59,40,42,18,8,25,1518,240,6,72,107,26,10317,275,-134,409,190,-68,199,-68,36624,4534,1183,36,13250,4479,13250,4479,334,78,1,-0.247552264668693
0,0,0,0,0,13,87,0,0,0,0,0,296.0,13.0,122.0,35,61,38,44,19,5,30,1488,240,3,72,105,25,10501,276,-135,411,191,-69,202,-69,3208,392,108,36,1141,392,1141,392,287,15,1,0.310910316429035
2,0,3,6,0,13,68,0,5,0,0,3,154205.0,-100.0,-3.0,33,60,38,43,19,5,26,1480,240,3,82,109,26,10273,284,-123,407,209,-57,209,-57,4490367,524260,154205,33,1552775,602560,1552775,602560,262,43,0,1.178416311387
0,0,6,5,0,10,78,0,0,0,0,0,18229.0,-26.5,81.5,30,62,35,45,20,5,29,1497,240,2,67,111,26,10609,276,-144,420,199,-75,199,-75,232383,27520,7971,36,81411,28358,81411,28358,239,25,2,1.50885774334364
0,0,1,3,0,14,80,0,1,0,0,0,878098.0,-80.0,18.0,26,64,30,47,22,2,27,1442,240,2,97,114,29,9841,292,-101,393,198,-36,218,-36,20230228,2225141,878098,25,6414734,3241448,6414734,3241448,214,15,5,1.38050751653889
0,0,1,3,0,14,81,0,1,0,0,0,290858.0,-5.0,102.0,23,63,28,48,24,3,25,1446,240,1,113,116,29,9684,305,-83,388,213,-17,232,-17,3555837,398527,185515,21,1115720,650537,1115720,650537,205,16,4,1.94582506844538
1,0,4,6,0,13,70,0,4,0,0,3,210760.5,-40.0,65.0,33,60,38,43,19,5,26,1483,240,3,81,109,26,10278,284,-124,408,208,-58,208,-58,3147391,369594,107248,33,1091641,417075,1091641,417075,265,46,4,1.32050955213696
3,1,0,6,0,18,46,0,26,0,0,0,1716.0,-28.0,82.5,30,64,26,49,25,4,30,1459,240,3,94,114,28,10127,293,-110,403,218,-43,218,-43,24184,2735,910,30,7987,3515,7987,3515,212,14,1,0.455201652737803
0,0,4,1,0,11,83,0,0,0,0,0,761933.0,-47.0,58.0,18,59,23,52,25,4,19,1500,240,1,123,119,31,9293,313,-69,382,123,-2,238,-2,12687815,1340681,707728,18,3830706,2542903,3830706,2542903,149,21,5,1.02901819298135
3,0,4,6,0,13,62,0,4,0,0,5,22953.0,22.0,129.0,32,61,39,42,19,6,26,1484,240,4,82,103,25,10124,279,-118,397,208,-54,208,-54,223795,26393,7761,33,77066,30233,77066,30233,248,36,0,0.480411416169164
2,0,6,8,0,14,59,0,9,0,0,2,4194.0,22.0,129.0,31,61,39,42,19,6,26,1487,240,4,81,103,25,10172,281,-120,401,199,-55,208,-55,41063,4866,1421,33,14114,5533,14114,5533,268,66,0,-0.0143073485415906
0,0,7,5,0,10,77,0,0,0,0,0,13695.0,-123.0,-19.0,32,62,35,45,20,5,28,1496,240,2,67,111,26,10571,275,-143,418,198,-75,198,-75,398719,47150,13695,36,139628,48895,139628,48895,235,25,2,1.08507801086885
0,0,7,5,0,10,77,0,0,0,0,0,13695.0,-123.0,-19.0,32,62,35,45,20,5,28,1496,240,2,67,111,26,10571,275,-143,418,198,-75,198,-75,398719,47150,13695,36,139628,48895,139628,48895,235,25,2,1.50356538438674
19,0,25,33,0,3,18,0,1,0,0,0,9822856.5,32.0,168.0,31,51,41,37,22,5,16,1455,240,3,166,134,40,7378,329,-5,334,122,220,258,68,96494768,10858454,5538989,19,28906882,17976060,28906882,17976060,120,54,5,-0.089870148997643
3,0,0,8,0,13,72,0,0,0,0,3,1848.0,22.0,130.0,30,62,35,45,20,5,30,1479,240,2,81,104,26,10028,277,-119,396,205,-54,205,-54,18057,2124,610,33,6285,2415,6285,2415,249,18,0,0.297668653437914
2,0,5,7,0,15,59,0,9,0,0,2,5398.0,22.0,129.0,30,61,39,42,19,6,25,1491,240,4,82,103,25,10190,280,-119,399,200,-55,208,-55,52751,6243,1827,33,18120,7115,18120,7115,263,59,1,0.379053094311629
0,0,3,1,0,17,80,0,0,0,0,0,6160.0,-57.0,39.0,27,61,38,44,18,5,24,1505,240,2,68,107,26,10373,272,-137,409,197,-70,197,-70,92219,10915,3194,35,32162,11427,32162,11427,235,71,2,1.47438782676187
5,0,1,6,1,9,34,0,42,0,0,1,115621.0,-83.0,9.0,32,62,32,46,22,5,27,1459,240,4,91,105,27,9922,283,-106,389,214,-42,214,-42,3128034,354426,115621,30,1040850,459780,1040850,459780,217,30,3,2.01390676412601
9,0,4,23,1,7,10,0,46,0,0,0,13555.0,135.0,251.0,23,53,47,34,19,3,14,1450,240,1,194,112,39,6326,326,45,281,267,154,271,110,174126,19464,8799,19,52885,34422,52885,34422,31,30,1,1.02793707435938
0,0,1,3,0,17,78,0,1,0,0,0,1247.0,-10.5,87.0,31,61,39,42,19,6,26,1486,240,4,78,102,25,10034,274,-121,395,195,-57,202,-57,15179,1817,513,34,5330,2015,5330,2015,241,56,1,1.27460709514681
0,0,1,2,0,15,83,0,0,0,0,0,721.0,-11.5,86.5,32,60,40,42,19,6,25,1487,240,4,77,102,25,10068,274,-122,396,194,-58,202,-58,8802,1055,297,34,3097,1164,3097,1164,249,69,1,1.29765142692625
1,0,14,11,0,9,58,0,1,0,0,5,1875589.0,5.0,128.0,38,58,45,40,14,6,20,1470,240,3,64,117,27,10724,275,-154,429,184,-81,196,-81,21103928,2624967,676754,39,7650869,2416543,7650869,2416543,295,39,5,0.666368385843
26,0,19,35,0,3,15,0,1,8,0,1,20708064.0,53.0,193.0,33,50,42,36,22,6,14,1444,240,3,166,134,40,7219,326,-3,329,86,220,256,70,222806880,25448924,12335752,18,67271672,42492724,67271672,42492724,162,72,6,-0.334713835220177
0,0,9,2,0,9,78,0,1,0,0,0,10182425.0,-9.0,101.0,24,61,28,48,24,5,23,1458,240,3,110,117,30,9362,299,-81,380,206,-16,226,-16,117887072,12512284,6573494,19,36494676,22354796,36494676,22354796,221,30,6,1.33830650838507
5,0,1,6,0,9,32,0,45,0,0,1,150245.5,-55.5,36.5,32,62,32,46,22,5,27,1461,240,4,90,104,26,9888,281,-106,387,212,-43,212,-43,2757348,313444,101609,30,920624,405052,920624,405052,218,28,3,1.90842285207331
1,0,4,5,0,14,76,0,0,0,0,1,43589.0,-51.0,41.0,38,59,39,43,19,6,27,1487,240,4,71,104,25,10349,274,-132,406,190,-67,200,-67,658012,80167,22993,34,230678,83455,230678,83455,290,42,2,1.51173356627142
6,1,1,5,0,7,14,0,65,0,0,1,33883.0,-26.0,69.0,32,62,30,48,23,4,27,1471,240,4,93,107,27,9964,287,-105,392,216,-41,216,-41,469613,53203,17407,30,156108,69214,156108,69214,225,27,2,1.80253104062484
6,2,0,4,0,5,5,0,78,0,0,0,7086.0,24.0,124.0,25,64,39,41,20,7,26,1468,240,4,84,96,25,9952,275,-110,385,208,-49,208,-49,67330,7683,2582,30,22499,9955,22499,9955,214,44,1,1.30728971504854
1,0,6,4,0,11,71,0,6,0,0,0,145924.0,-45.0,46.0,34,60,39,42,19,6,26,1491,240,4,74,103,25,10158,273,-127,400,192,-62,200,-62,2222930,270373,74906,35,789395,284508,789395,284508,283,44,3,0.888374761322564
2,0,6,15,0,1,9,0,0,0,0,63,1022649.5,-44.5,60.5,45,38,35,23,8,5,13,931,239,3,54,103,26,9808,247,-141,388,169,-67,175,-76,14833654,1692157,673188,24,4768115,2508260,4768115,2508260,216,35,0,0.587406032098772
1,1,0,5,2,13,8,0,69,0,0,1,2268.0,24.0,121.0,25,64,39,41,20,7,26,1433,240,3,82,94,25,9824,270,-109,379,205,-48,205,-48,21421,2421,835,29,7110,3241,7110,3241,212,30,1,0.589189437858001
5,0,1,7,0,11,45,0,29,0,0,1,120987.0,-31.0,62.0,32,62,34,45,21,5,27,1463,240,4,87,103,26,9871,277,-110,387,209,-46,209,-46,1692272,194167,61027,31,570541,244197,570541,244197,223,29,3,1.49394766138044
6,1,1,5,0,7,13,0,66,0,0,1,39188.0,-25.0,70.0,32,62,30,48,23,4,27,1470,240,4,93,107,27,9952,288,-104,392,217,-40,217,-40,541626,61248,20209,29,179646,80277,179646,80277,222,26,2,1.65902961926742
0,0,2,3,0,13,82,0,0,0,0,0,1563.5,-42.5,53.0,29,62,35,44,21,6,29,1476,240,2,75,99,25,9985,270,-121,391,193,-58,199,-58,23672,2863,889,31,8077,3284,8077,3284,230,37,1,1.7593642863187
10,0,1,7,0,6,15,0,60,0,0,1,26340.0,-25.0,65.0,39,61,36,45,20,5,26,1435,240,5,91,99,26,9775,279,-101,380,213,-39,213,-39,361528,40635,13966,28,119144,55303,119144,55303,205,20,2,1.42766373864073
0,0,3,4,0,14,77,0,1,0,0,0,117938.5,-17.0,81.0,35,60,37,43,19,6,27,1485,240,4,73,102,25,10182,273,-127,400,191,-63,200,-63,1463919,178619,51950,33,509632,191927,509632,191927,273,44,3,1.55229454864927
0,0,1,2,0,13,84,0,0,0,0,0,104742.0,-43.0,57.0,24,63,22,53,25,3,28,1432,240,1,104,113,29,9846,295,-93,388,205,-29,225,-29,1665934,190844,77948,25,541864,267653,541864,267653,225,19,3,1.86825341654263
1,0,42,5,0,6,46,0,1,0,0,0,1426207.0,22.0,164.0,33,52,35,40,25,6,17,1450,240,7,143,138,39,7939,318,-37,355,142,202,243,37,13191505,1426207,810649,15,3851004,2596544,3851004,2596544,244,73,4,0.538908967326735
0,0,3,4,0,14,76,0,2,0,0,0,119452.0,-17.0,81.0,35,60,38,43,19,6,27,1484,240,4,73,102,25,10171,273,-127,400,191,-63,200,-63,1482343,180854,52667,33,515852,194626,515852,194626,272,44,3,1.22043464361281
0,0,2,5,0,14,78,0,1,0,0,0,656199.0,-23.0,80.0,26,62,33,46,21,3,25,1462,240,2,96,113,29,9689,290,-98,388,195,-34,216,-34,8988399,987645,406850,23,2780262,1496935,2780262,1496935,224,17,4,0.931107401456123
0,0,2,1,0,13,74,0,10,0,0,0,2725.0,-40.5,64.5,20,64,39,41,20,4,21,1479,240,2,106,116,30,9635,297,-90,387,206,-24,225,-24,43151,4822,2102,24,13886,7535,13886,7535,199,28,1,1.95661873338835
0,0,19,3,0,7,68,0,3,0,0,0,4243027.0,-5.0,108.0,26,59,28,48,24,5,22,1462,240,4,114,119,31,9151,300,-74,374,208,-9,227,-9,46988744,5090191,2834869,18,14403816,9394418,14403816,9394418,231,41,6,1.12908581852805
29,0,15,37,0,3,14,0,1,0,0,1,10683547.0,51.0,191.0,34,49,43,36,22,6,14,1436,240,4,164,133,40,7186,323,-3,326,85,218,254,69,113214992,13133210,6146849,18,34577312,21923508,34577312,21923508,208,90,5,-0.467889786250144
21,0,17,36,0,5,18,0,4,0,0,0,15678.0,56.0,193.0,36,55,36,40,25,8,20,1455,240,9,167,131,39,7290,328,-2,330,86,221,259,70,139224,15678,7460,17,41430,26860,41430,26860,201,145,1,0.0010993625747907
2,0,53,7,0,5,32,0,2,0,0,0,36071796.0,-13.0,113.0,39,54,37,42,21,8,19,1448,240,6,108,126,34,8553,290,-73,363,195,-6,215,-6,411859040,43147240,27019088,14,122389344,86577608,122389344,86577608,393,131,6,0.584016010577351
26,0,18,32,0,3,11,0,6,0,0,0,14471.0,10.0,141.0,36,55,35,39,24,8,19,1449,240,8,164,131,39,7350,326,-4,330,83,218,256,67,162114,18655,8792,18,48543,31457,48543,31457,220,123,0,-0.730982262991658
25,0,22,31,0,3,10,0,8,0,0,0,13146.0,10.0,140.0,37,55,36,40,25,7,19,1448,240,9,164,131,39,7334,326,-5,331,83,218,256,67,147282,17012,8001,18,44190,28572,44190,28572,227,116,1,0.120052495275368
1,0,4,5,0,11,75,0,2,0,0,1,1661638.0,25.0,145.0,25,60,34,46,20,4,22,1480,240,2,90,110,29,9568,284,-96,380,209,-23,209,-37,16965944,1745031,791945,21,5096157,2920250,5096157,2920250,265,26,5,0.951718940918975
0,0,13,3,0,10,74,0,0,0,0,0,22976.0,54.0,191.5,25,50,34,41,24,5,13,1476,240,4,145,131,38,7737,314,-28,342,59,203,242,42,229957,26148,13913,17,66783,44734,66783,44734,286,71,2,0.615506916396517
0,0,19,4,0,8,70,0,0,0,0,0,174778.0,34.0,167.0,26,50,34,41,25,5,14,1462,240,4,148,131,38,7737,316,-26,342,61,205,245,45,2022114,231415,122307,17,586758,392634,586758,392634,264,76,3,0.508644903788273
2,0,6,15,0,1,9,0,0,0,0,63,1104986.0,-9.0,98.0,45,38,35,23,8,5,13,931,239,3,54,103,26,9808,247,-141,388,169,-67,175,-76,14833654,1692157,673188,24,4768115,2508260,4768115,2508260,216,35,0,-0.239807614334248
6,0,42,29,0,3,20,0,0,0,0,0,165581.0,-61.0,51.0,58,53,60,33,7,8,17,1448,240,3,73,117,30,9493,276,-110,386,145,-42,192,-52,2543113,305512,112148,23,820697,440144,820697,440144,276,47,4,-0.308127958038536
4,0,10,28,0,1,11,0,0,0,0,42,844392.0,-11.0,95.0,59,44,41,27,9,6,16,1080,239,3,52,103,26,9734,247,-138,385,167,-67,173,-76,11515189,1316954,524237,24,3682974,1958859,3682974,1958859,222,32,0,-0.642068414004005
0,1,3,14,1,16,25,0,40,0,0,0,1827.0,71.0,202.0,16,53,47,32,21,3,11,1499,240,2,180,125,40,7011,330,20,310,137,186,267,88,15943,1827,817,20,4754,3147,4754,3147,69,50,1,0.466480834249915
0,1,1,1,0,11,53,0,32,0,0,0,7046.0,-7.0,101.0,17,60,33,46,22,4,21,1541,240,3,111,114,30,9377,299,-78,377,208,-14,228,-14,81905,9251,4808,20,25431,15954,25431,15954,240,24,1,0.109067593199484
1,0,11,9,0,9,67,0,3,0,0,1,755420.0,19.0,142.0,30,58,38,44,18,5,21,1490,240,3,86,112,29,9503,281,-98,379,195,-27,204,-41,7914924,823734,355701,21,2368691,1350710,2368691,1350710,273,35,4,0.596235836573889
0,0,0,0,0,6,94,0,0,0,0,0,25406.0,-66.0,33.0,24,63,22,51,27,5,26,1429,240,3,106,113,30,9412,294,-83,377,203,-20,223,-20,447452,49788,25406,20,139555,84648,139555,84648,278,15,2,1.05219115643853
25,0,18,38,0,2,15,0,2,0,0,0,2080473.0,34.0,174.0,37,48,42,37,22,8,13,1415,240,6,149,132,39,7468,313,-21,334,66,204,243,50,23150748,2605919,1428672,15,6938873,4716142,6938873,4716142,338,139,5,-0.231933609785285
35,0,23,27,0,1,14,0,0,0,0,0,6584.0,-5.0,130.0,29,49,38,38,24,7,14,1438,240,8,153,137,40,7528,321,-18,339,70,209,248,54,71730,8396,4114,18,21843,14158,21843,14158,248,186,1,-0.351024000706512
28,0,13,28,0,3,26,0,2,0,0,0,151096.0,0.0,137.0,31,46,45,35,20,7,9,1440,240,4,154,137,41,7147,315,-15,330,75,207,244,60,1613885,183402,94065,17,488502,306960,488502,306960,341,65,3,-0.439024135010911
22,0,29,22,0,3,24,0,0,0,0,0,95811.0,29.0,169.0,32,49,37,39,24,7,14,1432,239,8,147,134,39,7715,317,-25,342,62,205,245,46,849233,95811,51581,16,253740,172566,253740,172566,326,235,2,-0.107564613075295
23,0,20,39,0,1,15,0,1,0,0,0,1139733.5,51.5,195.5,38,47,41,37,22,8,13,1417,240,6,147,133,39,7563,313,-24,337,62,203,242,47,11590646,1289101,721638,15,3445307,2384353,3445307,2384353,352,176,5,-0.0147642957780442
31,0,10,37,0,1,11,0,6,0,0,1,862214.0,23.5,164.5,35,46,45,35,20,6,10,1420,240,4,158,134,41,7081,317,-6,323,80,211,248,65,8430568,940021,521978,16,2542953,1714858,2542953,1714858,300,74,0,0.271770070720296
25,0,11,34,0,2,13,0,12,0,0,2,1291804.0,36.0,175.0,37,46,45,35,20,7,11,1409,240,5,152,129,40,7185,310,-13,323,72,205,242,57,14020039,1557277,881384,15,4213625,2887500,4213625,2887500,366,102,4,0.604118515189682
30,0,10,38,0,2,11,0,7,0,0,2,2796672.0,48.0,190.0,34,47,46,34,20,7,11,1425,240,4,163,132,41,7049,319,-2,321,85,169,251,70,29269508,3283139,1649062,17,8859222,5729556,8859222,5729556,272,78,4,-0.0069252189563702
24,1,7,32,0,5,27,0,3,0,0,1,8724722.0,66.0,207.0,30,50,46,34,20,5,12,1453,239,4,177,132,42,6671,327,16,311,103,184,260,89,91551456,9819148,4611943,18,27241420,16991086,27241420,16991086,162,49,0,-0.159330495593226
36,0,10,40,0,2,11,0,1,0,0,0,46914.0,29.0,173.5,35,46,45,35,20,6,10,1433,240,4,164,137,42,6979,322,-2,324,87,216,252,72,440237,50137,24682,19,135647,83397,135647,83397,249,52,2,-0.942138191883432
24,0,16,37,0,1,19,0,2,0,0,0,318986.0,-12.0,118.0,36,48,40,38,22,8,14,1428,240,6,146,132,39,7629,314,-26,340,61,202,242,45,3546837,385992,224059,14,1037547,743541,1037547,743541,349,192,4,-0.0629407960756594
24,0,11,34,0,2,13,0,14,0,0,2,1169212.0,36.0,174.0,37,46,45,35,20,7,11,1408,240,5,151,128,40,7190,309,-13,322,71,157,241,56,12745439,1412364,808250,15,3823356,2644112,3823356,2644112,376,105,4,0.647550141859227
27,0,12,42,0,1,17,0,0,0,0,0,181701.0,27.0,165.0,42,47,41,38,22,9,14,1407,240,7,143,133,39,7585,311,-28,339,59,199,239,43,1682090,181701,106232,13,489989,353688,489989,353688,404,212,3,-0.643820784252849
31,0,11,32,0,3,20,0,2,0,0,0,37929.0,40.0,181.0,32,46,45,35,20,7,10,1422,240,4,155,131,40,7197,314,-11,325,76,209,246,60,337988,37929,19806,17,102257,65337,102257,65337,339,68,2,-0.492616773910432
0,0,1,1,0,11,84,0,3,0,0,0,741508.0,28.0,152.0,22,63,30,48,23,4,25,1489,240,2,94,115,30,9569,289,-94,383,193,-34,213,-34,7585428,799286,383416,21,2370669,1363909,2370669,1363909,267,18,4,1.56806709166088
7,1,3,17,0,12,60,0,0,0,0,0,46934.0,84.0,225.0,22,52,39,37,24,4,13,1543,240,1,192,135,45,6265,336,35,301,122,199,269,108,442278,47630,19644,21,132240,78075,132240,78075,61,11,2,-0.292249666021
22,0,11,34,0,2,13,0,16,0,0,2,1018569.0,35.0,172.0,37,46,45,35,20,7,11,1407,240,5,150,128,39,7185,308,-14,322,70,156,240,55,11153802,1233257,715677,15,3338971,2331415,3338971,2331415,389,111,4,0.48810037737504
22,0,25,47,0,1,6,0,0,0,0,0,28120.0,77.0,220.0,43,47,43,37,21,9,12,1396,240,5,148,127,38,7401,309,-20,329,65,203,241,50,307981,34691,19525,16,93199,62857,93199,62857,375,150,2,-0.849857764812387
19,0,6,29,0,7,36,0,1,0,0,0,3344216.0,70.0,211.0,28,52,46,34,20,5,13,1468,239,4,181,133,42,6627,329,19,310,107,187,262,92,33923924,3636618,1583600,20,10319551,5962431,10319551,5962431,142,38,5,0.051476067549119
0,0,1,2,0,10,82,0,5,0,0,0,1003940.5,-41.5,62.5,25,62,27,49,24,5,23,1457,240,4,104,114,30,9292,292,-83,375,199,-20,219,-20,13867696,1500655,795797,19,4321776,2656058,4321776,2656058,303,40,5,1.76331076113301
21,0,11,34,0,2,11,0,16,0,0,3,900259.0,54.0,196.0,39,46,45,35,20,7,11,1399,240,5,148,128,39,7168,306,-16,322,68,153,238,53,9238578,1019244,601858,14,2759976,1953671,2759976,1953671,408,122,4,0.451935964206478
13,1,3,20,1,3,14,0,45,0,0,0,20044.0,42.0,176.0,29,47,47,35,19,7,10,1460,240,4,153,126,38,7436,314,-13,327,71,160,247,55,219285,24436,13732,16,65899,43973,65899,43973,318,71,1,1.35156121308815
13,0,22,60,0,1,4,0,0,0,0,0,146703.5,1.5,134.0,62,46,41,38,21,11,14,1310,240,7,136,130,39,7328,299,-31,330,54,190,228,39,1471773,158961,93796,13,434344,308789,434344,308789,608,293,3,-0.328139289800569
41,0,8,32,0,2,13,0,4,0,0,0,66894.5,40.0,175.0,33,46,45,35,20,7,10,1426,240,4,151,126,38,7360,311,-15,326,69,158,244,54,738440,82786,47684,16,223636,151030,223636,151030,323,67,3,0.0490578770134793
26,0,21,43,0,1,8,0,0,0,0,0,397389.0,30.0,166.0,46,46,43,36,21,8,12,1370,240,5,144,128,39,7247,305,-21,326,64,198,236,49,3561486,397389,229460,15,1074012,744081,1074012,744081,435,147,3,-0.748816038389127
9,0,4,21,0,1,2,0,63,0,0,0,4199.0,45.0,176.0,30,46,46,35,19,6,9,1476,240,5,159,123,38,7359,317,-4,321,78,165,252,63,37856,4199,2257,16,11452,7635,11452,7635,302,47,1,0.545625303049996
9,0,2,14,1,0,1,0,72,0,0,0,6437.0,45.0,176.0,27,48,46,35,20,6,9,1462,240,5,159,123,38,7352,317,-4,321,78,164,252,63,69453,7701,4191,16,21016,13991,21016,13991,290,54,1,0.877706675236641
13,0,1,17,0,0,1,0,67,0,0,0,14837.0,39.0,172.0,31,46,48,34,18,7,10,1476,240,5,154,124,38,7414,313,-10,323,72,160,248,57,162209,18013,10215,16,48727,32644,48727,32644,325,53,2,0.0529902128040343
13,0,0,12,0,0,1,0,74,0,0,0,17664.5,64.5,200.5,31,47,47,34,19,7,10,1462,240,5,156,124,38,7338,315,-7,322,75,162,249,60,178019,19754,11205,16,53743,36186,53743,36186,298,57,1,0.770308803868593
13,0,0,7,0,0,0,0,78,0,0,0,40961.0,43.0,176.0,28,48,47,34,18,7,9,1474,240,5,157,124,38,7335,315,-6,321,76,162,250,61,445023,49365,27807,16,134586,90806,134586,90806,297,53,2,0.781794549076128
13,0,0,7,0,0,0,0,78,0,0,0,40597.0,8.0,133.0,28,48,47,34,18,7,9,1473,240,5,157,124,38,7335,315,-6,321,76,162,250,61,441071,48927,27566,16,133391,90013,133391,90013,297,53,2,0.390072054365472
13,0,0,7,0,0,0,0,79,0,0,0,40752.5,25.0,154.5,28,48,47,34,18,7,9,1474,240,5,157,123,38,7315,314,-6,320,76,162,249,61,401586,44550,25149,16,121452,82057,121452,82057,299,53,2,0.284051515562895
15,0,7,28,1,5,24,0,20,0,0,0,98095.0,31.0,162.5,28,48,46,34,20,6,10,1462,240,4,162,125,39,7173,318,-1,319,83,168,253,68,943717,105635,55642,17,288060,186418,288060,186418,274,45,3,-0.553765211991396
11,0,1,6,0,1,3,0,77,0,0,0,5184.0,48.0,178.0,25,49,46,34,19,6,10,1475,240,5,160,122,38,7290,317,-1,318,80,165,253,65,55411,6144,3289,16,16760,11280,16760,11280,300,59,1,0.669053219751267
13,0,0,8,0,0,0,0,77,0,0,0,11917.0,40.0,175.0,29,48,47,35,19,7,10,1465,240,4,155,124,38,7317,313,-8,321,74,162,248,59,130374,14468,8257,16,39348,26588,39348,26588,305,52,1,0.57482426174206
10,0,3,11,0,2,6,0,67,0,0,0,10237.0,48.0,179.0,25,49,45,35,20,6,10,1484,240,4,161,122,38,7325,318,-2,320,80,166,254,65,109085,12107,6491,16,33038,22189,33038,22189,288,64,2,0.588976675931557
14,0,0,5,1,0,1,0,79,0,0,0,19645.0,64.0,201.0,28,48,48,34,18,7,9,1472,240,5,156,124,38,7300,314,-7,321,75,162,248,60,199044,22095,12614,16,60192,40764,60192,40764,301,54,2,0.572417099008065
12,0,1,13,0,0,0,0,73,0,0,0,11001.5,25.5,154.5,30,47,48,34,18,6,9,1484,240,5,157,123,38,7304,314,-6,320,76,163,249,61,108293,12007,6764,16,32752,22174,32752,22174,306,45,1,0.54031225098209
22,0,7,32,0,6,31,0,2,0,0,0,2416227.0,86.5,230.0,28,52,47,34,20,5,12,1467,239,4,178,132,42,6742,328,15,313,103,185,261,88,25760088,2775633,1230024,20,7867988,4574206,7867988,4574206,160,42,5,-0.0748755954572429
10,0,4,13,0,2,8,0,63,0,0,0,20028.0,11.0,136.0,25,49,46,35,20,6,10,1484,240,5,160,122,38,7307,317,-2,319,79,166,253,64,213976,23736,12860,16,64794,43594,64794,43594,291,59,3,1.01525988709166
0,0,0,1,0,11,88,0,1,0,0,0,75745.0,-23.0,84.0,25,64,25,50,25,5,25,1467,240,3,99,113,29,9580,291,-92,383,198,-29,217,-29,897997,94869,47432,21,283208,164432,283208,164432,271,21,3,1.77587320310928
15,2,0,5,0,0,0,0,79,0,0,0,245.0,41.0,177.0,27,50,47,35,19,8,10,1469,240,4,155,125,38,7271,313,-9,322,75,162,247,59,2683,299,171,16,813,551,813,551,301,64,1,0.161743295633971
12,2,4,20,0,10,50,0,1,0,0,0,413942.0,86.0,224.0,20,50,45,34,21,4,12,1545,240,1,192,133,44,6149,333,37,296,267,199,267,110,4483233,524853,196946,23,1399702,778770,1399702,778770,88,26,4,0.077998108360295
0,0,0,0,0,8,90,0,1,0,0,0,247262.0,32.0,153.0,24,64,26,50,25,5,25,1469,240,3,98,111,29,9486,289,-88,377,196,-29,216,-29,2591350,286212,136827,21,827407,480951,827407,480951,250,15,3,1.81239101082573
