lc01,lc02,lc03,lc04,lc05,lc06,lc07,lc08,lc09,lc10,lc11,lc12,prec,tmin,tmax,soil01,soil02,soil03,soil04,soil05,soil06,soil07,soil08,soil09,soil10,hydro01,hydro02,hydro03,hydro04,hydro05,hydro06,hydro07,hydro08,hydro09,hydro10,hydro11,hydro12,hydro13,hydro14,hydro15,hydro16,hydro17,hydro18,hydro19,dem,slope,order,bcmean
0.0,0.0,0.01020408163265306,0.014492753623188406,0.0,0.1095890410958904,0.9468085106382979,0.0,0.0,0.0,0.0,0.0,1.007577083153977e-05,0.5268817204301075,0.5260273972602739,0.046875000000000014,0.46153846153846156,0.5490196078431373,0.38709677419354827,0.43243243243243246,0.02857142857142857,0.13888888888888884,0.7320954907161803,1.0,0.043478260869565216,0.5170940170940171,0.29059829059829057,0.34375,0.5424028268551238,0.6200000000000001,0.518324607329843,0.5220125786163522,0.84375,0.4052757793764988,0.6795580110497236,0.4842406876790831,1.1579066022759519e-05,9.230904715389175e-06,1.602243265603947e-05,0.07228915662650603,9.404043885629858e-06,1.6305412730016773e-05,9.404043885629858e-06,1.6305412730016773e-05,0.004068584713746005,0.012915129151291513,0.125,0.9344227770857061
0.09333333333333334,0.0,0.0510204081632653,0.18840579710144928,0.025,0.1643835616438356,0.648936170212766,0.0,0.0,0.0,0.0,0.0,0.00014360488784295842,0.8293010752688172,0.8794520547945205,0.08750000000000001,0.5384615384615384,0.9215686274509804,0.06451612903225801,0.1891891891891892,0.05714285714285715,0.33333333333333326,0.6140583554376657,0.9032258064516121,0.21739130434782608,0.935897435897436,0.32478632478632485,0.9375,0.08802743712325922,0.7866666666666666,0.8926701570680629,0.15094339622641517,0.984375,0.8009592326139088,0.9005524861878452,0.9255014326647564,0.00023148415051319512,0.0002898916756372418,0.00016968796320486335,0.5783132530120483,0.00029454997247236166,0.00017263661165466522,0.00029454997247236166,0.00017263661165466522,0.004940424295263006,0.0036900369003690036,0.375,0.5367411536414569
0.18666666666666668,0.0,0.0,0.34782608695652173,0.1875,0.4657534246575342,0.02127659574468085,0.0,0.0,0.0,0.0,0.1111111111111111,1.2404265659941259e-06,0.44086021505376344,0.5383561643835616,0.065625,0.6666666666666666,0.6862745098039216,0.32258064516129026,0.2702702702702703,0.48571428571428565,0.41666666666666663,0.6777188328912467,1.0,0.30434782608695654,0.3376068376068377,0.6495726495726496,0.53125,0.5182914155061318,0.5466666666666666,0.3691099476439791,0.6666666666666669,0.6656250000000001,0.328537170263789,0.4640883977900553,0.39255014326647564,1.004969563135609e-06,1.5030084854233666e-06,6.143818778299696e-07,0.5662650602409639,1.2963714890700024e-06,5.729018041024525e-07,1.2963714890700024e-06,5.729018041024525e-07,0.5013077593722755,0.3062730627306273,0.0,0.03472963830184911
0.04,0.0,0.22448979591836732,0.7971014492753623,0.0,0.0547945205479452,0.1595744680851064,0.0,0.0,0.0,0.0,0.0,0.0005050160320606026,0.5456989247311828,0.589041095890411,0.06250000000000001,0.28205128205128205,0.588235294117647,0.41935483870967727,0.3783783783783784,0.14285714285714285,0.08333333333333331,0.7838196286472148,1.0,0.08695652173913043,0.5555555555555556,0.3760683760683762,0.40625,0.5200581999584286,0.6533333333333333,0.5235602094240839,0.5314465408805032,0.8812500000000001,0.4316546762589928,0.712707182320442,0.5157593123209169,0.0006365217388925612,0.0005126518682290134,0.0009230333210334799,0.04819277108433735,0.0005148398724764869,0.0008934428400185415,0.0005148398724764869,0.0008934428400185415,0.019761697181052022,0.03413284132841328,0.5,0.26451089801356276
0.05333333333333334,0.0,0.11224489795918366,0.13043478260869565,0.0625,0.3972602739726027,0.425531914893617,0.0,0.012048192771084338,0.0,0.0,0.015873015873015872,0.8587145229809274,0.42741935483870963,0.47671232876712333,0.046875000000000014,0.6923076923076922,0.4313725490196078,0.5806451612903225,0.43243243243243246,0.14285714285714285,0.36111111111111105,0.7320954907161803,1.0,0.21739130434782608,0.4017094017094018,0.4871794871794871,0.34375,0.6589066722095198,0.6333333333333333,0.3586387434554974,0.7201257861635221,0.75,0.30455635491606714,0.6077348066298341,0.3638968481375358,0.9980678221760054,0.9986780475656531,0.9965570470711587,0.27710843373493976,0.9985230170566792,0.9967352720154277,0.9985230170566792,0.9967352720154277,0.19761697181052018,0.08856088560885608,1.0,0.6342915372399867
0.0,0.0,0.01020408163265306,0.028985507246376812,0.0,0.1917808219178082,0.8404255319148936,0.0,0.024096385542168676,0.0,0.0,0.0,3.704606525137034e-05,0.20698924731182794,0.17260273972602738,0.05,0.6153846153846153,0.35294117647058826,0.7419354838709677,0.4054054054054055,0.08571428571428572,0.4722222222222222,0.8023872679045092,1.0,0.08695652173913043,0.30341880341880345,0.2991452991452992,0.15625,0.7695905217210559,0.48,0.274869109947644,0.748427672955975,0.78125,0.20623501199040767,0.5359116022099447,0.24641833810888253,0.00010380179053642094,0.00010593386251380615,6.945209876837558e-05,0.40963855421686746,0.00010879048639437867,7.566101145995127e-05,0.00010879048639437867,7.566101145995127e-05,0.08456843940714909,0.035977859778597784,0.375,0.9524107516756617
0.02666666666666667,0.0,0.030612244897959183,0.08695652173913043,0.0,0.1780821917808219,0.6808510638297872,0.0,0.0963855421686747,0.0,0.0,0.047619047619047616,0.0005326791255590069,0.24462365591397844,0.19452054794520549,0.07500000000000001,0.564102564102564,0.3725490196078431,0.6774193548387097,0.4054054054054055,0.11428571428571428,0.4722222222222222,0.7652519893899203,1.0,0.13043478260869565,0.33333333333333337,0.24786324786324787,0.15625,0.7357098316358344,0.4866666666666668,0.3141361256544503,0.7044025157232706,0.7906250000000001,0.23261390887290168,0.5524861878453039,0.27793696275071633,0.0014209820739853295,0.0013602661188597486,0.000998640017209591,0.3373493975903614,0.0014190727447624854,0.0011987053938160022,0.0014190727447624854,0.0011987053938160022,0.07497820401046208,0.038745387453874534,0.5,0.804937059678263
0.05333333333333334,0.0,0.4183673469387755,0.43478260869565216,0.0,0.0273972602739726,0.1702127659574468,0.0,0.07228915662650603,0.0,0.0,0.0,1.6103985220623622e-05,0.5241935483870968,0.5506849315068493,0.07812500000000001,0.33333333333333337,0.5490196078431373,0.41935483870967727,0.4054054054054055,0.19999999999999998,0.08333333333333331,0.7745358090185677,1.0,0.21739130434782608,0.5213675213675214,0.33333333333333337,0.375,0.5492621076699231,0.6266666666666669,0.5052356020942409,0.5408805031446541,0.846875,0.4028776978417266,0.6906077348066298,0.48137535816618915,1.879367016715107e-05,1.5349365558507125e-05,2.6650161279554382e-05,0.060240963855421686,1.5171979768013251e-05,2.5671614270861768e-05,1.5171979768013251e-05,2.5671614270861768e-05,0.032839290903807036,0.048892988929889296,0.125,0.5481260300536502
0.0,0.0,0.22448979591836732,0.08695652173913043,0.0,0.0821917808219178,0.6595744680851063,0.0,0.04819277108433735,0.0,0.0,0.0,9.802675759072928e-06,0.5,0.4849315068493151,0.08125,0.3076923076923076,0.5686274509803921,0.41935483870967727,0.3783783783783784,0.19999999999999998,0.08333333333333331,0.7546419098143236,1.0,0.13043478260869565,0.47008547008547014,0.24786324786324787,0.28125,0.571814591561006,0.56,0.4842931937172775,0.5345911949685535,0.7750000000000001,0.36930455635491605,0.6408839779005525,0.44126074498567336,1.0906533842700035e-05,8.959407517877728e-06,1.4890676565300052e-05,0.07228915662650603,8.802484709982398e-06,1.523390474482227e-05,8.802484709982398e-06,1.523390474482227e-05,0.03632664922987504,0.06180811808118081,0.125,0.5557536958631997
0.0,0.0,0.030612244897959183,0.057971014492753624,0.0,0.2191780821917808,0.8191489361702128,0.0,0.0,0.0,0.0,0.0,5.668878767416955e-06,0.42204301075268813,0.4328767123287671,0.04062500000000001,0.6153846153846153,0.215686274509804,0.8709677419354838,0.5135135135135136,0.05714285714285715,0.4444444444444444,0.8076923076923075,1.0,0.08695652173913043,0.3931623931623932,0.3760683760683762,0.21875,0.7918312201205571,0.6400000000000001,0.306282722513089,0.7861635220125788,0.7906250000000001,0.24940047961630696,0.6629834254143646,0.2979942693409742,7.110304885999916e-06,8.75524162534912e-06,3.0826880185854612e-06,0.5662650602409639,8.449345778407905e-06,3.410994603099904e-06,8.449345778407905e-06,3.410994603099904e-06,0.10462074978204011,0.0940959409594096,0.125,0.982402985069194
